DEWP,TEMP,PRES,cbwd_embed,Iws,Is,Ir,pm2.5
22,26.0,1005.0,3,15.2,0,0,169.0
22,26.0,1005.0,3,19.22,0,0,175.0
22,26.0,1004.0,3,23.24,0,0,161.0
22,27.0,1004.0,3,27.26,0,0,163.0
22,27.0,1004.0,3,31.28,0,0,173.0
23,27.0,1003.0,3,35.3,0,0,137.0
23,27.0,1003.0,3,39.32,0,0,137.0
23,27.0,1003.0,3,42.45,0,0,122.0
22,26.0,1003.0,3,44.24,0,0,108.0
22,26.0,1003.0,3,46.03,0,0,91.0
21,25.0,1004.0,3,47.82,0,0,99.0
21,25.0,1004.0,0,0.89,0,0,77.0
21,25.0,1004.0,0,1.78,0,0,86.0
20,24.0,1003.0,3,3.13,0,0,93.0
20,24.0,1003.0,0,0.89,0,0,107.0
20,23.0,1002.0,0,1.78,0,0,126.0
20,23.0,1002.0,0,2.67,0,0,141.0
20,23.0,1002.0,0,3.56,0,0,146.0
21,23.0,1002.0,0,4.45,0,0,160.0
21,23.0,1002.0,0,5.34,0,0,165.0
21,24.0,1002.0,0,6.23,0,0,165.0
21,26.0,1003.0,0,8.02,0,0,166.0
21,26.0,1002.0,2,1.79,0,0,150.0
22,27.0,1002.0,0,0.89,0,0,134.0
22,28.0,1002.0,3,1.79,0,0,120.0
22,29.0,1002.0,3,4.92,0,0,116.0
22,30.0,1002.0,0,0.89,0,0,95.0
21,30.0,1001.0,0,2.68,0,0,109.0
22,29.0,1001.0,3,1.79,0,0,118.0
22,31.0,1001.0,3,4.92,0,0,111.0
22,31.0,1000.0,3,8.05,0,0,98.0
22,29.0,1001.0,3,12.97,0,0,94.0
22,29.0,1001.0,3,16.99,0,0,103.0
22,27.0,1001.0,3,18.78,0,0,97.0
21,27.0,1002.0,3,21.91,0,0,111.0
21,26.0,1003.0,0,0.89,0,0,105.0
22,25.0,1003.0,0,1.78,0,0,110.0
22,24.0,1003.0,3,0.89,0,0,119.0
22,23.0,1003.0,1,0.89,0,0,127.0
21,23.0,1002.0,1,1.78,0,0,136.0
22,23.0,1003.0,0,0.89,0,0,170.0
22,23.0,1003.0,0,1.78,0,0,170.0
22,23.0,1004.0,0,2.67,0,0,168.0
23,24.0,1004.0,2,0.89,0,0,166.0
23,25.0,1004.0,2,2.68,0,0,161.0
23,28.0,1005.0,0,0.89,0,0,152.0
19,29.0,1005.0,1,1.79,0,0,116.0
19,31.0,1005.0,0,0.89,0,0,86.0
16,32.0,1004.0,1,3.13,0,0,31.0
14,32.0,1004.0,0,1.79,0,0,30.0
9,33.0,1004.0,3,1.79,0,0,14.0
10,33.0,1003.0,1,1.79,0,0,16.0
11,33.0,1003.0,0,1.79,0,0,15.0
11,34.0,1003.0,0,2.68,0,0,15.0
12,31.0,1002.0,3,1.79,0,0,17.0
19,31.0,1003.0,0,0.89,0,0,56.0
20,29.0,1002.0,3,3.13,0,0,96.0
20,28.0,1003.0,3,4.92,0,0,137.0
21,28.0,1004.0,0,0.89,0,0,139.0
22,27.0,1004.0,3,1.79,0,0,128.0
23,27.0,1004.0,3,4.92,0,0,112.0
22,26.0,1005.0,3,8.05,0,0,109.0
22,25.0,1005.0,3,9.84,0,0,93.0
22,25.0,1004.0,3,12.97,0,0,87.0
21,24.0,1004.0,3,16.1,0,0,74.0
21,24.0,1004.0,0,0.89,0,0,65.0
21,24.0,1005.0,0,1.78,0,0,65.0
21,24.0,1005.0,3,1.79,0,0,83.0
21,24.0,1005.0,1,0.89,0,0,86.0
21,26.0,1005.0,0,0.89,0,0,85.0
21,27.0,1005.0,0,1.78,0,0,77.0
22,29.0,1005.0,0,2.67,0,0,80.0
22,30.0,1005.0,3,1.79,0,0,90.0
22,30.0,1005.0,0,1.79,0,0,94.0
21,30.0,1005.0,3,3.13,0,0,91.0
21,32.0,1004.0,0,3.13,0,0,65.0
21,32.0,1003.0,3,4.02,0,0,75.0
20,31.0,1003.0,3,8.94,0,0,66.0
20,31.0,1003.0,3,12.96,0,0,66.0
19,31.0,1004.0,3,16.09,0,0,56.0
19,29.0,1004.0,3,17.88,0,0,48.0
19,28.0,1004.0,3,19.67,0,0,42.0
21,27.0,1005.0,3,20.56,0,0,50.0
20,24.0,1005.0,3,21.45,0,0,48.0
21,24.0,1005.0,3,22.34,0,0,54.0
21,24.0,1005.0,3,23.23,0,0,61.0
20,25.0,1005.0,3,26.36,0,0,73.0
20,23.0,1004.0,3,27.25,0,0,84.0
20,22.0,1005.0,3,28.14,0,0,92.0
21,23.0,1005.0,3,29.93,0,0,92.0
20,22.0,1005.0,0,0.89,0,0,104.0
21,23.0,1005.0,3,1.79,0,0,118.0
22,25.0,1004.0,3,3.58,0,0,124.0
21,27.0,1005.0,3,5.37,0,0,116.0
21,28.0,1005.0,0,0.89,0,0,99.0
20,28.0,1004.0,3,1.79,0,0,96.0
20,29.0,1002.0,3,20.57,0,0,75.0
19,28.0,1001.0,3,22.36,0,0,96.0
19,28.0,1002.0,3,24.15,0,0,117.0
19,26.0,1003.0,3,25.94,0,0,122.0
19,26.0,1003.0,0,0.89,0,0,124.0
19,26.0,1003.0,3,1.79,0,0,107.0
21,26.0,1003.0,0,0.89,0,0,102.0
21,25.0,1002.0,0,1.78,0,0,70.0
20,25.0,1002.0,0,2.67,0,0,71.0
20,26.0,1002.0,3,0.89,0,0,80.0
19,25.0,1002.0,3,4.02,0,1,83.0
16,25.0,1001.0,3,8.04,0,0,59.0
17,24.0,1002.0,3,9.83,0,0,49.0
17,23.0,1002.0,3,12.96,0,0,53.0
18,23.0,1002.0,3,16.98,0,0,59.0
18,25.0,1002.0,0,1.79,0,0,44.0
17,26.0,1001.0,3,4.92,0,0,27.0
16,28.0,1001.0,2,4.02,0,0,23.0
15,29.0,1000.0,0,3.13,0,0,18.0
16,30.0,1000.0,3,3.13,0,0,22.0
17,31.0,999.0,0,3.13,0,0,24.0
17,32.0,998.0,3,3.13,0,0,28.0
18,32.0,997.0,3,7.15,0,0,26.0
17,31.0,997.0,3,12.07,0,0,31.0
17,31.0,996.0,3,16.99,0,0,31.0
18,30.0,997.0,3,21.91,0,0,33.0
18,29.0,998.0,3,25.93,0,0,41.0
18,28.0,998.0,3,29.95,0,0,40.0
19,27.0,999.0,3,33.08,0,0,46.0
19,25.0,999.0,3,34.87,0,0,46.0
19,25.0,999.0,3,36.66,0,0,48.0
19,24.0,999.0,3,38.45,0,0,58.0
20,23.0,998.0,0,0.89,0,0,64.0
20,22.0,998.0,1,0.89,0,0,70.0
19,21.0,999.0,2,0.89,0,0,75.0
20,22.0,999.0,2,1.78,0,0,72.0
19,21.0,1000.0,2,3.57,0,0,80.0
20,22.0,1000.0,2,7.59,0,0,79.0
20,25.0,1000.0,2,11.61,0,0,72.0
20,28.0,1001.0,2,13.4,0,0,62.0
19,30.0,1001.0,0,0.89,0,0,51.0
19,33.0,1000.0,0,1.78,0,0,28.0
17,34.0,1000.0,0,2.67,0,0,17.0
13,35.0,1000.0,2,4.92,0,0,12.0
11,37.0,999.0,2,10.73,0,0,13.0
12,37.0,999.0,2,15.65,0,0,12.0
11,37.0,998.0,2,21.46,0,0,15.0
12,37.0,998.0,2,28.61,0,0,14.0
12,37.0,998.0,2,34.42,0,0,17.0
12,37.0,998.0,2,38.44,0,0,18.0
12,36.0,998.0,2,42.46,0,0,17.0
14,33.0,999.0,2,44.25,0,0,17.0
19,28.0,999.0,0,0.89,0,0,29.0
18,27.0,1000.0,2,1.79,0,0,40.0
18,26.0,1000.0,0,0.89,0,0,48.0
19,26.0,1000.0,0,1.78,0,0,38.0
20,25.0,1000.0,1,1.79,0,0,26.0
19,24.0,1000.0,2,3.13,0,0,36.0
18,23.0,1000.0,2,7.15,0,0,30.0
18,24.0,1000.0,2,10.28,0,0,18.0
17,24.0,1001.0,2,12.07,0,0,23.0
17,25.0,1001.0,2,16.09,0,0,18.0
17,27.0,1001.0,2,20.11,0,0,17.0
17,29.0,1002.0,2,23.24,0,0,18.0
17,30.0,1002.0,2,27.26,0,0,17.0
16,32.0,1002.0,1,4.02,0,0,24.0
14,34.0,1002.0,0,1.79,0,0,19.0
14,35.0,1002.0,3,1.79,0,0,22.0
14,35.0,1001.0,0,1.79,0,0,17.0
14,36.0,1001.0,3,4.02,0,0,20.0
15,36.0,1000.0,3,7.15,0,0,30.0
15,35.0,1000.0,3,12.07,0,0,32.0
14,35.0,1000.0,3,16.09,0,0,30.0
17,33.0,1000.0,3,21.01,0,0,48.0
19,31.0,1000.0,3,25.03,0,0,74.0
19,30.0,1001.0,3,29.05,0,0,66.0
17,29.0,1002.0,3,33.97,0,0,69.0
18,28.0,1003.0,3,35.76,0,0,53.0
17,27.0,1003.0,3,38.89,0,0,49.0
17,26.0,1003.0,3,40.68,0,0,43.0
18,26.0,1003.0,3,42.47,0,0,42.0
19,26.0,1003.0,3,45.6,0,0,40.0
18,26.0,1003.0,3,48.73,0,0,32.0
18,26.0,1003.0,3,50.52,0,0,41.0
19,26.0,1003.0,0,0.89,0,0,40.0
18,26.0,1003.0,1,0.89,0,0,41.0
17,26.0,1003.0,1,2.68,0,0,55.0
18,27.0,1003.0,0,0.89,0,0,55.0
17,28.0,1004.0,0,1.78,0,0,54.0
19,28.0,1004.0,3,3.13,0,0,53.0
18,27.0,1004.0,3,6.26,0,1,56.0
19,23.0,1004.0,3,8.05,0,2,59.0
21,24.0,1004.0,0,0.89,0,3,46.0
20,25.0,1003.0,2,4.92,0,0,56.0
20,25.0,1003.0,2,8.94,0,0,71.0
21,25.0,1003.0,2,12.96,0,0,69.0
21,27.0,1002.0,2,16.09,0,0,56.0
21,27.0,1002.0,2,17.88,0,0,56.0
20,26.0,1002.0,2,21.9,0,0,62.0
20,25.0,1002.0,2,23.69,0,0,66.0
21,26.0,1002.0,0,0.89,0,0,62.0
21,26.0,1002.0,2,1.79,0,0,71.0
21,25.0,1002.0,0,0.89,0,0,71.0
21,25.0,1002.0,1,1.79,0,0,74.0
22,25.0,1002.0,1,2.68,0,0,85.0
21,25.0,1002.0,3,3.13,0,1,76.0
22,24.0,1001.0,0,0.89,0,0,80.0
21,24.0,1001.0,1,1.79,0,0,83.0
22,24.0,1001.0,2,0.89,0,0,89.0
22,25.0,1001.0,2,2.68,0,0,87.0
22,24.0,1001.0,2,4.47,0,1,90.0
22,24.0,1001.0,0,0.89,0,2,88.0
22,24.0,1001.0,0,1.78,0,3,80.0
22,24.0,1001.0,0,2.67,0,4,87.0
22,24.0,1000.0,2,1.79,0,5,88.0
22,24.0,1000.0,2,3.58,0,6,94.0
23,25.0,1000.0,2,4.47,0,7,103.0
23,25.0,1000.0,0,0.89,0,0,104.0
23,25.0,999.0,3,0.89,0,1,118.0
23,25.0,999.0,3,2.68,0,0,119.0
23,25.0,999.0,3,4.47,0,0,112.0
23,25.0,1000.0,0,0.89,0,0,128.0
23,25.0,999.0,0,1.78,0,0,149.0
22,25.0,1000.0,0,2.67,0,0,145.0
23,25.0,1000.0,0,3.56,0,0,164.0
23,25.0,1000.0,3,1.79,0,0,156.0
22,24.0,1000.0,0,0.89,0,0,179.0
22,24.0,999.0,1,0.89,0,0,171.0
21,23.0,999.0,0,0.45,0,0,178.0
22,24.0,999.0,2,3.13,0,0,138.0
22,24.0,999.0,0,0.89,0,0,141.0
22,24.0,999.0,2,3.13,0,0,131.0
21,23.0,1000.0,2,6.26,0,0,103.0
21,23.0,1000.0,2,9.39,0,0,89.0
23,25.0,1000.0,2,12.52,0,0,93.0
21,28.0,1001.0,1,1.79,0,0,62.0
21,29.0,1001.0,0,0.89,0,0,48.0
19,30.0,1001.0,1,1.79,0,0,32.0
18,32.0,1001.0,3,1.79,0,0,32.0
16,34.0,1001.0,2,3.13,0,0,23.0
16,36.0,1000.0,2,6.26,0,0,20.0
15,37.0,999.0,3,4.02,0,0,28.0
15,37.0,999.0,2,4.02,0,0,20.0
15,38.0,999.0,2,7.15,0,0,22.0
15,38.0,998.0,2,10.28,0,0,31.0
17,36.0,998.0,3,4.92,0,0,25.0
18,34.0,999.0,3,8.94,0,0,26.0
19,32.0,999.0,3,12.07,0,0,27.0
16,32.0,1000.0,3,16.09,0,0,30.0
19,29.0,1000.0,3,17.88,0,0,33.0
21,27.0,1000.0,0,0.89,0,0,33.0
21,27.0,1000.0,3,1.79,0,0,36.0
22,27.0,1000.0,1,1.79,0,0,38.0
22,26.0,1000.0,1,3.58,0,0,49.0
22,26.0,1000.0,0,0.89,0,0,91.0
22,26.0,999.0,0,1.78,0,0,79.0
22,26.0,1000.0,0,2.67,0,0,72.0
23,26.0,1000.0,0,3.56,0,0,69.0
23,28.0,1000.0,3,0.89,0,0,70.0
22,28.0,1000.0,0,0.89,0,0,74.0
23,29.0,1000.0,0,1.78,0,0,76.0
23,29.0,1000.0,3,0.89,0,0,81.0
23,29.0,1001.0,3,4.91,0,0,87.0
21,31.0,1001.0,2,4.02,0,1,78.0
23,30.0,1001.0,3,3.13,0,0,69.0
23,31.0,1000.0,3,4.92,0,0,84.0
21,32.0,999.0,0,0.89,0,0,55.0
22,31.0,998.0,0,1.78,0,0,54.0
23,31.0,998.0,3,0.89,0,0,53.0
23,30.0,998.0,3,2.68,0,0,40.0
23,30.0,998.0,3,4.47,0,0,50.0
22,28.0,999.0,3,6.26,0,0,60.0
19,29.0,999.0,3,10.28,0,0,59.0
21,28.0,999.0,3,12.07,0,0,70.0
21,27.0,1000.0,3,13.86,0,0,98.0
22,25.0,999.0,3,14.75,0,0,106.0
22,24.0,998.0,0,0.89,0,0,99.0
21,24.0,997.0,3,1.79,0,0,96.0
21,24.0,997.0,0,0.89,0,0,115.0
21,24.0,997.0,1,1.79,0,0,77.0
21,23.0,997.0,0,0.45,0,0,125.0
21,23.0,998.0,3,0.89,0,0,128.0
23,25.0,998.0,1,0.89,0,0,135.0
22,26.0,999.0,3,1.79,0,0,139.0
23,28.0,999.0,3,3.58,0,0,142.0
23,30.0,998.0,0,0.89,0,0,132.0
23,31.0,998.0,0,1.78,0,0,104.0
21,32.0,997.0,3,1.79,0,0,114.0
22,33.0,997.0,3,3.58,0,0,128.0
21,33.0,996.0,0,3.13,0,0,96.0
21,34.0,996.0,3,3.13,0,0,69.0
20,34.0,995.0,3,6.26,0,0,65.0
20,34.0,995.0,3,11.18,0,0,55.0
21,33.0,995.0,3,15.2,0,0,51.0
21,31.0,996.0,3,19.22,0,0,74.0
22,30.0,996.0,3,22.35,0,0,99.0
22,29.0,997.0,3,24.14,0,0,99.0
23,28.0,998.0,3,25.93,0,0,82.0
23,28.0,999.0,3,27.72,0,0,96.0
19,22.0,1001.0,2,8.94,0,2,76.0
19,22.0,1001.0,2,10.73,0,3,18.0
19,22.0,999.0,1,4.02,0,4,19.0
19,23.0,998.0,2,4.02,0,0,22.0
19,23.0,999.0,2,7.15,0,0,20.0
19,23.0,999.0,2,10.28,0,0,20.0
19,22.0,999.0,0,0.45,0,0,25.0
20,23.0,1000.0,3,0.89,0,0,29.0
20,24.0,1000.0,3,2.68,0,0,40.0
20,26.0,1000.0,3,4.47,0,0,34.0
21,28.0,1000.0,0,1.79,0,0,34.0
19,29.0,1000.0,3,1.79,0,0,42.0
19,31.0,999.0,3,3.58,0,0,35.0
19,32.0,999.0,3,6.71,0,0,47.0
19,32.0,999.0,3,9.84,0,0,54.0
22,32.0,998.0,3,13.86,0,0,67.0
22,32.0,998.0,3,16.99,0,0,69.0
23,32.0,998.0,3,20.12,0,0,81.0
22,31.0,997.0,3,23.25,0,0,88.0
23,30.0,998.0,0,0.89,0,0,106.0
18,24.0,1000.0,2,9.83,0,1,85.0
20,23.0,1002.0,2,15.64,0,2,31.0
20,23.0,1003.0,3,3.13,0,3,24.0
20,22.0,1002.0,3,7.15,0,4,33.0
20,22.0,1001.0,2,1.79,0,0,36.0
20,22.0,1001.0,2,4.92,0,0,36.0
19,21.0,1001.0,1,1.79,0,0,31.0
19,21.0,1001.0,0,0.45,0,0,31.0
19,21.0,1001.0,2,0.89,0,0,38.0
19,21.0,1001.0,0,0.89,0,0,42.0
19,22.0,1002.0,2,3.13,0,0,37.0
20,23.0,1002.0,1,1.79,0,0,34.0
20,24.0,1003.0,2,1.79,0,0,39.0
20,25.0,1004.0,2,4.92,0,0,42.0
20,24.0,1004.0,2,6.71,0,1,41.0
20,25.0,1004.0,0,0.89,0,2,39.0
19,24.0,1005.0,3,4.02,0,3,42.0
20,23.0,1004.0,3,5.81,0,4,45.0
21,24.0,1004.0,0,0.89,0,0,39.0
21,24.0,1003.0,3,3.13,0,0,46.0
20,24.0,1004.0,3,6.26,0,0,42.0
19,26.0,1003.0,0,0.89,0,0,45.0
20,26.0,1002.0,1,1.79,0,0,56.0
20,25.0,1003.0,1,3.58,0,0,62.0
20,23.0,1004.0,3,0.89,0,0,59.0
20,22.0,1005.0,0,0.45,0,0,55.0
20,22.0,1006.0,0,1.34,0,0,68.0
20,22.0,1006.0,0,1.79,0,0,73.0
20,22.0,1005.0,0,2.68,0,0,76.0
20,22.0,1005.0,0,3.57,0,0,80.0
20,22.0,1005.0,0,4.46,0,0,84.0
20,21.0,1004.0,2,1.79,0,0,90.0
20,22.0,1005.0,0,0.89,0,0,79.0
19,21.0,1005.0,2,1.79,0,0,69.0
19,21.0,1005.0,0,0.45,0,0,63.0
20,23.0,1006.0,2,4.02,0,0,61.0
21,24.0,1006.0,2,7.15,0,0,55.0
21,26.0,1006.0,2,8.94,0,0,65.0
21,27.0,1006.0,0,0.89,0,0,68.0
20,29.0,1006.0,0,1.78,0,0,74.0
21,30.0,1006.0,0,2.67,0,0,72.0
21,30.0,1006.0,0,3.56,0,0,70.0
21,30.0,1006.0,3,1.79,0,0,81.0
20,31.0,1005.0,3,3.58,0,0,88.0
22,30.0,1004.0,3,6.71,0,0,89.0
21,30.0,1005.0,3,9.84,0,0,107.0
20,29.0,1005.0,2,7.15,0,1,102.0
19,27.0,1004.0,1,3.13,0,0,48.0
20,28.0,1004.0,3,4.02,0,0,47.0
16,26.0,1005.0,2,4.02,0,0,36.0
17,23.0,1004.0,1,3.13,0,0,38.0
17,26.0,1006.0,2,3.13,0,0,61.0
17,26.0,1006.0,3,1.79,0,0,32.0
15,26.0,1006.0,2,3.13,0,0,32.0
18,22.0,1005.0,0,0.89,0,0,26.0
15,25.0,1005.0,2,4.02,0,0,19.0
17,22.0,1003.0,3,1.79,0,0,25.0
17,23.0,1003.0,0,0.89,0,0,38.0
16,23.0,1003.0,2,4.92,0,0,27.0
17,23.0,1004.0,2,6.71,0,0,18.0
18,26.0,1004.0,1,1.79,0,0,21.0
18,29.0,1004.0,2,1.79,0,0,26.0
17,29.0,1004.0,3,1.79,0,0,25.0
17,30.0,1004.0,0,1.79,0,0,25.0
16,31.0,1004.0,3,3.13,0,0,28.0
16,32.0,1003.0,3,4.92,0,0,32.0
17,32.0,1002.0,3,6.71,0,0,28.0
14,33.0,1002.0,3,10.73,0,0,28.0
16,32.0,1002.0,3,15.65,0,0,27.0
17,32.0,1001.0,3,20.57,0,0,30.0
18,31.0,1001.0,3,25.49,0,0,29.0
19,28.0,1001.0,3,29.51,0,0,37.0
19,27.0,1001.0,3,32.64,0,0,55.0
20,27.0,1003.0,3,35.77,0,0,62.0
20,26.0,1003.0,3,36.66,0,0,57.0
20,27.0,1003.0,3,39.79,0,0,63.0
21,26.0,1002.0,3,42.92,0,0,76.0
21,26.0,1002.0,0,0.89,0,0,75.0
21,25.0,1001.0,3,1.79,0,0,84.0
21,24.0,1001.0,1,1.79,0,0,90.0
21,23.0,1001.0,0,0.89,0,0,86.0
20,23.0,1001.0,0,1.78,0,0,100.0
21,23.0,1001.0,0,2.67,0,0,103.0
22,25.0,1001.0,2,0.89,0,0,109.0
22,26.0,1001.0,0,0.89,0,0,110.0
22,28.0,1002.0,1,1.79,0,0,107.0
21,30.0,1001.0,3,3.13,0,0,63.0
21,30.0,1000.0,3,4.92,0,0,66.0
19,31.0,1000.0,3,6.71,0,0,58.0
20,32.0,999.0,3,8.5,0,0,76.0
21,33.0,998.0,3,10.29,0,0,80.0
21,33.0,997.0,3,13.42,0,0,75.0
22,33.0,997.0,3,16.55,0,0,62.0
23,32.0,996.0,3,20.57,0,0,96.0
23,31.0,996.0,3,24.59,0,0,122.0
24,31.0,996.0,3,28.61,0,0,169.0
19,20.0,1000.0,2,5.81,0,1,144.0
19,21.0,1000.0,2,10.73,0,2,21.0
19,21.0,1000.0,3,3.13,0,0,21.0
19,22.0,1000.0,3,6.26,0,1,28.0
19,22.0,999.0,0,0.89,0,2,31.0
19,21.0,999.0,1,1.79,0,0,38.0
19,21.0,999.0,3,1.79,0,0,42.0
19,21.0,998.0,1,1.79,0,0,48.0
18,20.0,998.0,2,1.79,0,0,54.0
18,20.0,998.0,2,2.68,0,0,62.0
18,20.0,998.0,2,4.47,0,0,50.0
19,22.0,998.0,2,6.26,0,0,55.0
19,23.0,999.0,2,8.05,0,0,46.0
19,26.0,999.0,2,9.84,0,0,39.0
19,27.0,998.0,0,1.79,0,0,35.0
18,28.0,999.0,0,3.58,0,0,35.0
19,30.0,998.0,3,1.79,0,0,35.0
19,31.0,998.0,0,0.89,0,0,41.0
18,32.0,997.0,0,1.78,0,0,41.0
20,32.0,997.0,3,1.79,0,0,46.0
19,32.0,997.0,3,3.58,0,0,54.0
20,32.0,996.0,3,6.71,0,0,57.0
21,31.0,996.0,3,9.84,0,0,55.0
20,29.0,997.0,3,12.97,0,0,43.0
20,27.0,997.0,3,14.76,0,0,34.0
21,26.0,998.0,3,16.55,0,0,40.0
21,26.0,998.0,3,17.44,0,0,39.0
22,25.0,998.0,1,0.89,0,0,46.0
22,25.0,998.0,1,2.68,0,0,55.0
22,25.0,999.0,3,1.79,0,0,69.0
22,25.0,998.0,3,3.58,0,0,71.0
22,25.0,998.0,3,5.37,0,0,80.0
22,25.0,999.0,0,0.89,0,0,86.0
22,25.0,998.0,1,1.79,0,0,90.0
22,25.0,999.0,1,3.58,0,0,94.0
22,26.0,999.0,0,0.89,0,0,116.0
22,26.0,1000.0,0,1.78,0,0,124.0
23,27.0,1000.0,0,2.67,0,0,130.0
23,27.0,1000.0,0,3.56,0,0,139.0
24,29.0,1000.0,1,1.79,0,0,127.0
24,30.0,1000.0,3,1.79,0,0,130.0
25,32.0,999.0,0,0.89,0,0,143.0
25,32.0,998.0,3,1.79,0,0,138.0
24,32.0,998.0,3,4.92,0,0,130.0
25,32.0,998.0,3,8.94,0,0,128.0
24,32.0,998.0,3,12.07,0,0,122.0
25,31.0,998.0,3,15.2,0,0,128.0
26,31.0,999.0,3,18.33,0,0,147.0
26,30.0,999.0,3,21.46,0,0,154.0
26,29.0,1000.0,3,23.25,0,0,168.0
26,30.0,1000.0,0,0.89,0,0,169.0
26,30.0,1000.0,3,3.13,0,0,177.0
23,27.0,1001.0,1,5.81,0,0,151.0
22,26.0,1001.0,2,4.02,0,0,36.0
21,25.0,1003.0,2,9.83,0,1,40.0
21,25.0,1002.0,3,3.13,0,0,33.0
21,24.0,1002.0,0,0.89,0,0,37.0
21,24.0,1002.0,2,3.13,0,0,48.0
21,24.0,1002.0,0,0.89,0,0,43.0
21,24.0,1002.0,0,1.78,0,1,45.0
22,25.0,1002.0,3,0.89,0,0,43.0
22,28.0,1003.0,2,3.13,0,0,39.0
22,29.0,1002.0,2,6.26,0,0,37.0
21,29.0,1003.0,1,1.79,0,0,43.0
20,30.0,1003.0,2,4.02,0,0,34.0
21,29.0,1003.0,2,8.04,0,0,24.0
22,29.0,1002.0,2,11.17,0,0,27.0
20,27.0,1003.0,2,19.22,0,1,26.0
19,26.0,1002.0,2,26.37,0,2,19.0
19,25.0,1002.0,2,30.39,0,3,18.0
19,25.0,1002.0,2,35.31,0,4,23.0
19,23.0,1001.0,2,39.33,0,0,23.0
19,23.0,1000.0,2,42.46,0,1,32.0
19,24.0,1002.0,2,45.59,0,0,23.0
18,24.0,1001.0,2,48.72,0,0,23.0
19,23.0,1001.0,2,51.85,0,0,16.0
19,23.0,1001.0,2,53.64,0,0,21.0
19,23.0,1000.0,2,55.43,0,0,18.0
19,23.0,1000.0,1,1.79,0,0,20.0
19,22.0,1000.0,2,1.79,0,0,20.0
19,23.0,1000.0,2,2.68,0,0,17.0
19,22.0,1000.0,2,4.47,0,0,19.0
19,23.0,1000.0,0,0.89,0,0,21.0
19,25.0,1000.0,0,1.78,0,0,22.0
20,25.0,1000.0,2,1.79,0,0,29.0
19,26.0,1000.0,1,1.79,0,0,41.0
20,29.0,1001.0,0,0.89,0,0,33.0
19,31.0,1000.0,0,2.68,0,0,27.0
19,32.0,1000.0,2,3.13,0,0,35.0
17,34.0,999.0,2,7.15,0,0,36.0
15,34.0,999.0,3,3.13,0,0,37.0
17,35.0,998.0,3,4.92,0,0,31.0
20,34.0,998.0,3,8.94,0,0,34.0
19,34.0,998.0,3,13.86,0,0,30.0
18,32.0,998.0,3,18.78,0,0,31.0
21,31.0,999.0,3,22.8,0,0,50.0
22,29.0,1000.0,0,0.89,0,0,59.0
22,31.0,1001.0,2,4.92,0,0,58.0
19,28.0,1000.0,3,1.79,0,0,27.0
18,25.0,1000.0,2,4.92,0,0,50.0
19,24.0,1000.0,2,8.05,0,0,30.0
18,22.0,1000.0,2,12.07,0,0,31.0
18,22.0,1000.0,2,15.2,0,0,26.0
18,21.0,1000.0,2,16.99,0,0,24.0
17,21.0,1000.0,2,20.12,0,0,31.0
17,20.0,1001.0,2,24.14,0,0,23.0
18,22.0,1001.0,2,25.93,0,0,29.0
18,24.0,1001.0,2,29.06,0,0,26.0
17,27.0,1002.0,2,30.85,0,0,28.0
16,29.0,1002.0,2,33.98,0,0,22.0
16,30.0,1001.0,1,1.79,0,0,29.0
17,33.0,1001.0,2,1.79,0,0,28.0
17,33.0,1001.0,0,3.13,0,0,32.0
16,35.0,1000.0,3,1.79,0,0,38.0
17,35.0,1000.0,3,4.92,0,0,42.0
16,37.0,1000.0,0,1.79,0,0,36.0
16,37.0,999.0,3,3.13,0,0,40.0
20,35.0,999.0,3,8.05,0,0,36.0
19,34.0,999.0,3,12.07,0,0,41.0
19,33.0,1000.0,3,16.09,0,0,43.0
22,30.0,1001.0,3,17.88,0,0,49.0
23,27.0,1001.0,3,18.77,0,0,60.0
22,28.0,1002.0,3,20.56,0,0,65.0
23,27.0,1002.0,3,22.35,0,0,56.0
23,27.0,1002.0,1,1.79,0,0,61.0
23,26.0,1002.0,1,2.68,0,0,96.0
22,25.0,1003.0,2,0.89,0,0,101.0
21,24.0,1002.0,2,2.68,0,0,101.0
20,24.0,1003.0,2,4.47,0,0,62.0
20,24.0,1003.0,2,6.26,0,0,54.0
20,24.0,1004.0,0,0.89,0,0,42.0
20,26.0,1005.0,0,1.78,0,0,45.0
20,26.0,1005.0,2,4.02,0,0,39.0
21,27.0,1006.0,0,0.89,0,0,46.0
21,28.0,1006.0,0,1.78,0,0,62.0
24,30.0,1005.0,0,2.67,0,0,104.0
24,32.0,1005.0,3,1.79,0,0,115.0
24,33.0,1004.0,3,3.58,0,0,117.0
24,34.0,1004.0,0,1.79,0,0,113.0
23,35.0,1004.0,3,4.02,0,0,128.0
23,34.0,1004.0,3,8.04,0,0,132.0
23,34.0,1004.0,3,12.06,0,0,116.0
23,33.0,1004.0,3,15.19,0,0,93.0
23,31.0,1004.0,3,16.98,0,0,100.0
22,30.0,1005.0,3,18.77,0,0,111.0
23,28.0,1006.0,0,0.89,0,0,109.0
23,28.0,1006.0,3,1.79,0,0,93.0
24,27.0,1006.0,3,3.58,0,0,80.0
23,26.0,1006.0,0,0.89,0,0,74.0
24,27.0,1006.0,3,1.79,0,0,70.0
24,27.0,1006.0,3,3.58,0,0,80.0
24,27.0,1007.0,3,6.71,0,0,106.0
24,27.0,1006.0,3,8.5,0,0,141.0
